Amount,Payment_Method,Merchant_Category,Is_International,Device_Type,Account_Age_Months,Previous_Fraud,Fraud
13262.38,Wallet,Bills,0,Desktop,5,0,1
7412.05,Debit Card,Travel,1,Desktop,27,0,0
887.32,Credit Card,Food,0,Mobile,29,1,0
75.37,Debit Card,Electronics,1,Desktop,16,1,1
18587.46,Wallet,Bills,0,Desktop,12,0,0
3717.64,UPI,Food,1,Desktop,34,1,1
964.98,UPI,Travel,0,Mobile,23,0,0
1043.95,Wallet,Shopping,1,Mobile,49,0,0
1698.1,UPI,Electronics,1,Desktop,21,0,0
1672.82,Credit Card,Electronics,0,Desktop,31,1,1
1010.28,UPI,Shopping,0,Mobile,50,0,0
322.53,Debit Card,Electronics,0,Mobile,23,1,0
7401.54,Wallet,Bills,1,Desktop,8,1,1
948.86,Wallet,Shopping,0,Desktop,58,0,0
3638.31,Debit Card,Travel,1,Desktop,19,0,0
31.25,UPI,Shopping,1,Desktop,23,1,0
1740.23,Wallet,Food,1,Mobile,10,1,0
1063.09,Wallet,Shopping,1,Desktop,1,0,1
351.58,Wallet,Travel,1,Mobile,59,0,0
2452.0,Wallet,Electronics,0,Desktop,51,1,1
2141.37,Debit Card,Bills,0,Mobile,31,0,0
1863.93,Wallet,Travel,0,Desktop,22,0,0
1862.45,Credit Card,Travel,0,Mobile,35,1,0
58.52,Credit Card,Electronics,0,Mobile,5,0,0
2662.44,UPI,Food,1,Desktop,19,1,1
3311.16,Net Banking,Shopping,0,Desktop,13,0,0
4452.44,Debit Card,Bills,0,Desktop,43,0,0
9870.74,Debit Card,Electronics,1,Mobile,27,0,0
1344.02,Debit Card,Travel,1,Mobile,6,0,1
2716.65,Net Banking,Electronics,0,Mobile,11,0,0
3796.14,Wallet,Food,1,Desktop,53,0,1
2600.06,Net Banking,Food,0,Mobile,39,1,1
1194.76,Wallet,Food,0,Desktop,30,0,0
2533.57,Wallet,Bills,1,Mobile,25,1,1
1418.83,Wallet,Shopping,0,Desktop,57,0,0
1531.64,Net Banking,Food,1,Mobile,30,0,1
956.82,Debit Card,Travel,1,Desktop,49,0,0
2368.05,Debit Card,Bills,0,Desktop,59,0,0
1730.54,Credit Card,Shopping,0,Desktop,15,1,0
2702.71,Net Banking,Food,0,Mobile,44,0,0
3364.41,UPI,Bills,1,Desktop,14,0,0
3036.18,UPI,Electronics,0,Desktop,48,1,0
921.59,Wallet,Bills,1,Mobile,47,0,1
4270.2,Net Banking,Bills,0,Mobile,16,1,0
2486.1,Debit Card,Bills,0,Desktop,48,0,0
846.45,Credit Card,Bills,0,Desktop,27,1,1
1070.16,Credit Card,Shopping,0,Mobile,55,1,1
135.65,Debit Card,Electronics,1,Mobile,28,0,0
5090.63,Net Banking,Bills,1,Mobile,50,1,1
913.4,Debit Card,Travel,0,Desktop,51,1,0
3554.74,Debit Card,Travel,1,Desktop,32,0,0
24.81,Net Banking,Electronics,1,Desktop,40,1,0
754.21,Net Banking,Electronics,1,Mobile,58,1,1
8828.53,Debit Card,Shopping,1,Mobile,18,1,0
145.68,UPI,Shopping,1,Mobile,52,1,0
3683.98,Debit Card,Food,0,Desktop,22,1,0
7050.79,UPI,Travel,1,Mobile,2,0,0
2421.17,UPI,Food,1,Desktop,43,1,1
5754.94,Debit Card,Travel,1,Desktop,13,1,1
33.79,Credit Card,Travel,1,Mobile,41,0,0
5392.33,UPI,Electronics,1,Mobile,7,1,1
3275.01,Debit Card,Electronics,0,Mobile,1,0,1
1281.59,UPI,Food,1,Desktop,14,1,1
660.71,UPI,Shopping,1,Desktop,2,0,1
3867.95,Debit Card,Electronics,0,Mobile,51,1,0
70.13,UPI,Food,0,Desktop,20,0,0
1051.22,Wallet,Travel,1,Mobile,49,1,1
460.45,Wallet,Food,1,Mobile,46,0,0
211.03,UPI,Travel,1,Desktop,32,0,0
4003.22,Debit Card,Food,0,Desktop,37,1,1
1875.74,Net Banking,Shopping,0,Mobile,42,0,0
461.4,Net Banking,Travel,1,Mobile,41,1,1
4537.05,UPI,Bills,1,Desktop,49,1,1
3274.92,Debit Card,Bills,1,Mobile,53,1,1
3064.38,Net Banking,Bills,1,Desktop,40,1,0
2770.77,Credit Card,Bills,1,Desktop,50,1,1
39.96,Credit Card,Shopping,1,Mobile,37,0,1
57.85,Net Banking,Food,0,Mobile,34,0,0
1129.48,UPI,Food,0,Desktop,55,0,0
481.73,Net Banking,Travel,0,Mobile,17,0,0
5440.62,Credit Card,Bills,1,Desktop,46,1,0
5252.98,Debit Card,Travel,0,Desktop,1,0,1
453.46,Credit Card,Electronics,1,Desktop,29,0,1
7718.83,Credit Card,Electronics,0,Desktop,33,0,0
539.79,Wallet,Bills,0,Mobile,50,1,0
1865.93,Wallet,Shopping,1,Mobile,34,1,1
588.9,UPI,Travel,0,Mobile,31,1,0
4076.06,UPI,Food,1,Desktop,16,1,1
1525.2,Debit Card,Bills,1,Desktop,40,0,0
2140.17,Net Banking,Shopping,1,Desktop,16,0,1
6158.21,Credit Card,Travel,1,Mobile,20,0,0
2040.63,Credit Card,Shopping,1,Desktop,27,0,0
8773.52,Net Banking,Electronics,1,Mobile,30,0,1
5544.57,UPI,Bills,1,Mobile,54,0,0
3867.05,Wallet,Bills,1,Mobile,42,1,1
13.15,Debit Card,Electronics,1,Mobile,15,1,1
2731.14,Debit Card,Travel,1,Mobile,8,1,1
57.16,Wallet,Bills,0,Desktop,23,0,0
351.43,Debit Card,Travel,0,Desktop,31,0,0
10323.2,UPI,Food,1,Mobile,8,1,1
2673.18,Debit Card,Food,1,Desktop,55,0,0
1342.93,Wallet,Electronics,1,Desktop,4,0,1
4262.11,Debit Card,Bills,0,Mobile,22,0,0
4188.69,Credit Card,Travel,0,Mobile,35,1,0
3917.06,Credit Card,Travel,0,Mobile,33,0,0
2448.66,Credit Card,Shopping,1,Desktop,1,1,1
1289.97,Debit Card,Food,1,Desktop,26,1,0
741.46,Wallet,Travel,0,Mobile,16,1,0
830.63,UPI,Travel,0,Desktop,42,1,1
1708.64,Wallet,Food,1,Desktop,28,1,1
7485.77,Net Banking,Shopping,0,Desktop,49,0,0
634.96,Wallet,Travel,1,Mobile,35,1,1
1887.52,Wallet,Food,1,Desktop,52,0,0
6085.39,Wallet,Shopping,0,Desktop,2,0,0
1662.41,Net Banking,Electronics,1,Desktop,17,0,1
1436.95,Credit Card,Electronics,0,Desktop,22,1,1
3500.31,Net Banking,Food,1,Mobile,53,0,0
1291.3,Net Banking,Food,1,Mobile,36,0,0
2734.96,Debit Card,Shopping,0,Desktop,31,0,0
11865.32,Net Banking,Travel,0,Mobile,2,1,0
33.07,Debit Card,Bills,1,Desktop,12,0,0
1120.38,Debit Card,Travel,1,Mobile,45,0,1
2840.86,Debit Card,Food,0,Mobile,22,0,0
3016.42,Net Banking,Bills,0,Desktop,23,1,0
4327.1,Credit Card,Travel,0,Desktop,3,0,1
940.89,Net Banking,Food,1,Desktop,45,1,1
6440.16,Credit Card,Bills,1,Mobile,39,1,0
1807.53,Net Banking,Food,1,Desktop,18,0,1
5401.84,Net Banking,Bills,1,Desktop,27,0,0
5489.63,UPI,Shopping,1,Desktop,37,1,1
2978.79,Debit Card,Food,0,Desktop,39,0,0
2610.41,Credit Card,Bills,0,Desktop,7,0,0
5599.52,Net Banking,Electronics,1,Desktop,10,1,0
382.24,Net Banking,Electronics,1,Mobile,4,0,1
314.39,Credit Card,Electronics,1,Mobile,14,0,0
311.98,Wallet,Travel,1,Mobile,17,0,1
275.91,Wallet,Food,0,Desktop,27,0,0
7792.65,Credit Card,Shopping,1,Mobile,43,0,0
2708.27,Debit Card,Travel,0,Desktop,12,1,1
2266.65,Credit Card,Shopping,1,Desktop,15,1,1
4313.21,Credit Card,Travel,0,Mobile,33,1,1
8537.03,UPI,Food,0,Mobile,52,1,1
3560.26,Net Banking,Electronics,0,Desktop,29,0,0
1362.61,Net Banking,Electronics,0,Desktop,33,0,0
2670.23,UPI,Travel,1,Desktop,59,1,0
23.37,Credit Card,Travel,0,Mobile,37,1,0
1787.95,Credit Card,Electronics,1,Mobile,20,1,1
4953.41,Credit Card,Bills,0,Desktop,45,0,0
1873.12,Net Banking,Food,1,Mobile,25,1,1
3022.23,Credit Card,Electronics,0,Mobile,15,0,0
1666.59,Credit Card,Food,1,Desktop,48,1,1
6620.89,Wallet,Shopping,1,Desktop,37,1,1
312.33,Credit Card,Shopping,1,Mobile,22,1,1
2362.43,Wallet,Electronics,1,Desktop,34,1,0
9639.8,Wallet,Shopping,1,Mobile,17,0,0
1986.18,Debit Card,Travel,1,Mobile,24,0,0
3665.97,Debit Card,Electronics,0,Mobile,7,1,0
1606.48,UPI,Food,1,Mobile,3,0,1
1498.82,Credit Card,Shopping,0,Desktop,50,0,0
574.49,Net Banking,Shopping,0,Mobile,32,1,0
975.31,UPI,Shopping,1,Mobile,9,0,0
1530.01,Net Banking,Travel,0,Desktop,40,0,0
3133.36,Credit Card,Bills,0,Mobile,20,1,0
786.24,Wallet,Travel,1,Desktop,44,0,0
7064.42,Wallet,Travel,0,Mobile,31,1,1
461.55,UPI,Travel,1,Mobile,39,1,0
254.02,Net Banking,Bills,1,Desktop,25,1,1
1494.97,Net Banking,Bills,0,Desktop,28,0,0
3345.0,Debit Card,Travel,1,Desktop,17,1,1
3449.74,Wallet,Shopping,0,Mobile,13,0,0
3478.65,Debit Card,Travel,1,Desktop,16,0,0
5662.94,Debit Card,Food,1,Mobile,11,1,1
181.13,Debit Card,Food,0,Desktop,3,1,1
503.18,Wallet,Bills,1,Mobile,41,0,1
1702.59,Net Banking,Food,1,Mobile,13,0,0
756.85,UPI,Food,0,Mobile,56,1,1
2823.82,Net Banking,Electronics,1,Desktop,7,0,0
4591.27,Credit Card,Food,1,Desktop,13,0,1
5296.47,Debit Card,Food,1,Desktop,15,0,0
1622.88,Debit Card,Shopping,1,Mobile,15,0,0
2446.91,Debit Card,Food,1,Desktop,11,1,1
2344.0,Debit Card,Bills,0,Desktop,4,1,0
1546.17,Debit Card,Bills,1,Mobile,52,1,1
861.77,Net Banking,Shopping,0,Mobile,30,1,1
4295.26,UPI,Electronics,0,Mobile,29,0,0
3850.29,Credit Card,Electronics,0,Mobile,29,0,0
1043.05,Credit Card,Electronics,0,Mobile,50,0,0
4811.46,Credit Card,Food,0,Mobile,43,0,0
2369.14,Debit Card,Food,0,Mobile,12,1,0
10069.31,Debit Card,Travel,0,Mobile,51,0,0
1525.48,UPI,Shopping,1,Mobile,14,1,1
1840.82,Net Banking,Electronics,0,Mobile,21,1,0
1106.05,Wallet,Food,0,Desktop,43,1,0
1174.27,Credit Card,Travel,1,Desktop,15,0,0
1250.71,Debit Card,Travel,1,Desktop,54,0,0
1316.76,UPI,Electronics,0,Desktop,58,0,0
6446.2,UPI,Electronics,0,Mobile,33,0,0
2010.88,UPI,Travel,1,Desktop,59,1,1
1224.91,UPI,Bills,0,Desktop,43,0,0
10.63,UPI,Shopping,1,Desktop,2,1,1
5789.34,Wallet,Travel,0,Desktop,51,1,0
1517.18,Credit Card,Travel,0,Mobile,46,0,0
2964.17,Net Banking,Bills,1,Mobile,39,1,0
4888.06,Wallet,Travel,0,Mobile,29,0,0
3706.64,Credit Card,Travel,0,Desktop,49,0,0
1548.67,UPI,Food,1,Desktop,23,0,1
54.12,Debit Card,Shopping,1,Mobile,48,1,1
4889.27,Debit Card,Bills,0,Desktop,50,1,0
2534.61,Debit Card,Travel,1,Mobile,58,1,1
1231.47,Credit Card,Shopping,0,Mobile,43,1,0
5466.74,Net Banking,Electronics,0,Mobile,15,1,0
9959.64,Credit Card,Bills,0,Mobile,17,1,0
10663.24,Debit Card,Bills,0,Desktop,20,1,1
381.46,Wallet,Shopping,1,Mobile,45,0,0
404.38,Net Banking,Shopping,1,Desktop,32,0,0
762.23,UPI,Travel,1,Desktop,42,0,0
7101.51,Wallet,Travel,0,Mobile,50,1,1
2374.18,Credit Card,Shopping,0,Mobile,24,1,1
3694.52,Net Banking,Shopping,0,Desktop,26,0,0
1804.6,Wallet,Shopping,0,Desktop,7,0,0
4983.29,Credit Card,Shopping,0,Mobile,47,0,0
1861.11,Net Banking,Shopping,0,Mobile,52,0,0
1654.42,Net Banking,Shopping,1,Desktop,16,0,0
131.86,Net Banking,Travel,0,Desktop,4,0,0
2383.57,Credit Card,Shopping,1,Desktop,49,0,0
2506.29,Debit Card,Electronics,1,Desktop,55,1,1
3863.54,Credit Card,Food,0,Desktop,45,1,1
1869.94,Credit Card,Shopping,0,Desktop,48,1,1
2801.24,Wallet,Electronics,0,Mobile,15,0,0
755.97,Credit Card,Shopping,1,Mobile,53,0,0
2022.1,Wallet,Shopping,0,Desktop,32,1,0
5663.25,Debit Card,Shopping,1,Desktop,57,1,1
1234.72,Wallet,Electronics,0,Mobile,29,1,1
6115.33,Credit Card,Electronics,0,Desktop,54,0,0
142.84,Wallet,Bills,0,Mobile,43,1,1
917.15,Net Banking,Electronics,0,Mobile,3,0,0
2703.26,Debit Card,Food,0,Mobile,55,1,1
316.84,UPI,Travel,1,Desktop,21,0,0
4956.76,UPI,Shopping,1,Mobile,31,1,0
1759.05,Net Banking,Food,1,Desktop,56,1,1
1368.67,Net Banking,Electronics,1,Mobile,3,0,0
7040.64,UPI,Food,1,Mobile,58,1,1
3125.22,Credit Card,Electronics,1,Mobile,50,0,0
2545.07,Credit Card,Bills,1,Mobile,54,1,0
4998.37,Wallet,Food,0,Desktop,28,1,0
2089.24,Net Banking,Bills,0,Mobile,26,0,0
6748.24,Debit Card,Bills,1,Desktop,31,0,1
4039.67,Wallet,Electronics,0,Desktop,50,1,0
3269.85,Debit Card,Shopping,0,Mobile,52,1,0
1224.4,UPI,Shopping,1,Desktop,36,0,0
2236.8,UPI,Electronics,0,Desktop,40,1,1
1920.55,Credit Card,Travel,1,Mobile,45,1,1
1160.88,Debit Card,Electronics,1,Desktop,15,0,0
1045.79,Debit Card,Food,1,Mobile,52,1,0
4267.78,Debit Card,Bills,0,Mobile,11,0,0
2170.69,Debit Card,Travel,0,Desktop,49,0,0
3618.97,Debit Card,Travel,0,Mobile,6,0,0
3203.33,Debit Card,Electronics,0,Mobile,16,1,1
415.19,Wallet,Electronics,1,Mobile,9,0,0
8984.5,Wallet,Travel,1,Desktop,34,1,1
3645.15,Credit Card,Travel,0,Mobile,36,1,0
4663.24,Wallet,Shopping,0,Mobile,5,1,0
8329.94,Wallet,Travel,1,Mobile,31,1,1
101.89,Credit Card,Bills,1,Desktop,21,1,1
5468.13,Debit Card,Food,0,Desktop,28,1,1
819.31,UPI,Food,0,Mobile,37,0,0
4812.83,UPI,Electronics,1,Mobile,32,1,1
75.97,Credit Card,Bills,0,Mobile,24,0,0
7926.96,UPI,Bills,0,Desktop,54,0,0
114.63,Net Banking,Travel,1,Desktop,50,0,0
3607.51,UPI,Electronics,0,Desktop,23,1,0
2407.41,UPI,Shopping,1,Mobile,25,1,0
202.24,Net Banking,Travel,1,Mobile,31,1,0
2762.79,Wallet,Travel,0,Desktop,46,0,0
222.13,Wallet,Electronics,0,Desktop,23,1,0
973.23,Credit Card,Travel,0,Mobile,33,0,0
1259.72,UPI,Bills,0,Mobile,16,0,0
2629.44,Credit Card,Electronics,0,Desktop,8,0,0
7249.0,Net Banking,Bills,1,Mobile,55,1,0
470.28,Credit Card,Travel,1,Mobile,6,0,1
1155.44,Net Banking,Food,0,Desktop,12,0,0
3556.41,Net Banking,Shopping,1,Mobile,28,1,1
1971.6,Wallet,Shopping,1,Desktop,17,0,1
392.75,Wallet,Food,0,Desktop,8,0,0
5163.18,Wallet,Food,0,Desktop,56,0,0
6502.17,Debit Card,Bills,0,Desktop,46,1,0
942.33,Net Banking,Shopping,1,Desktop,47,1,1
1448.0,UPI,Electronics,1,Mobile,10,1,1
1547.38,Wallet,Food,0,Desktop,50,1,1
5058.83,Net Banking,Bills,0,Desktop,10,1,0
1440.24,UPI,Electronics,0,Desktop,45,1,1
230.52,Credit Card,Shopping,0,Mobile,2,1,1
4307.82,Wallet,Food,0,Mobile,53,1,0
2814.75,Net Banking,Shopping,0,Desktop,31,1,1
553.65,UPI,Food,1,Mobile,27,0,0
1394.98,UPI,Shopping,1,Mobile,15,0,1
1437.47,Net Banking,Food,1,Desktop,31,1,0
19738.44,Debit Card,Shopping,1,Desktop,59,0,0
7353.13,Wallet,Travel,0,Mobile,46,1,0
4566.29,Wallet,Shopping,0,Mobile,26,0,0
1093.3,Credit Card,Bills,0,Desktop,36,1,0
5370.31,Net Banking,Bills,0,Mobile,51,1,1
240.48,Debit Card,Travel,0,Desktop,14,0,0
1231.61,Net Banking,Bills,0,Mobile,41,0,0
4136.71,Net Banking,Food,1,Mobile,57,1,0
7077.13,Wallet,Bills,0,Mobile,50,0,0
1613.82,Net Banking,Food,0,Mobile,54,0,0
1111.32,Credit Card,Electronics,1,Mobile,17,1,1
2593.36,Net Banking,Travel,0,Mobile,40,0,0
738.74,Debit Card,Shopping,0,Mobile,2,0,1
6540.76,Net Banking,Travel,1,Mobile,31,1,0
2094.66,Wallet,Shopping,0,Mobile,20,0,0
994.81,Wallet,Electronics,0,Desktop,59,1,0
1870.11,Net Banking,Travel,0,Desktop,58,0,0
4232.64,Wallet,Shopping,1,Desktop,9,0,1
1196.27,Debit Card,Travel,0,Mobile,44,1,0
3972.83,Net Banking,Travel,1,Mobile,37,0,0
2537.1,Net Banking,Travel,1,Mobile,12,1,1
6002.27,Net Banking,Electronics,1,Desktop,20,1,0
907.89,Wallet,Food,1,Desktop,39,1,0
552.1,Net Banking,Food,0,Desktop,19,0,0
7859.08,Wallet,Food,1,Mobile,43,0,1
10538.51,Credit Card,Bills,1,Desktop,21,1,1
424.45,UPI,Bills,1,Mobile,49,1,1
12494.44,UPI,Electronics,0,Desktop,10,0,0
1272.02,Credit Card,Food,1,Desktop,15,0,1
1213.86,Wallet,Shopping,0,Desktop,13,1,1
8957.07,Net Banking,Electronics,1,Mobile,18,0,1
217.02,UPI,Bills,1,Desktop,33,0,0
2741.48,Wallet,Bills,1,Mobile,36,0,0
48.06,Wallet,Travel,0,Mobile,28,0,0
3509.34,UPI,Bills,1,Mobile,48,1,1
1453.23,UPI,Bills,1,Desktop,13,0,0
1546.28,Credit Card,Bills,0,Mobile,55,0,0
433.9,Wallet,Bills,1,Mobile,53,0,1
874.04,UPI,Electronics,0,Desktop,4,0,0
538.45,UPI,Shopping,1,Mobile,58,1,0
5999.88,Wallet,Food,1,Mobile,3,1,1
185.39,Wallet,Food,1,Mobile,52,1,0
2527.95,Credit Card,Travel,0,Desktop,53,1,0
641.55,Credit Card,Travel,1,Mobile,31,1,1
2475.59,UPI,Food,0,Mobile,1,1,1
329.02,Wallet,Travel,1,Desktop,34,1,1
2059.57,Credit Card,Food,1,Desktop,53,1,0
3600.8,Net Banking,Shopping,0,Mobile,18,1,0
1789.97,Wallet,Food,0,Mobile,4,0,0
962.48,Debit Card,Travel,0,Mobile,52,0,0
3101.81,UPI,Food,0,Desktop,56,0,0
7940.99,Net Banking,Electronics,0,Desktop,27,0,0
4390.5,Net Banking,Electronics,0,Desktop,49,1,0
1102.18,Wallet,Shopping,0,Desktop,19,0,0
15571.62,Net Banking,Travel,0,Mobile,40,1,1
539.73,Wallet,Bills,1,Desktop,22,0,0
6691.98,Wallet,Bills,0,Mobile,39,0,0
839.39,Credit Card,Shopping,1,Mobile,32,0,0
3768.13,Wallet,Food,1,Desktop,44,0,0
5855.68,Net Banking,Food,1,Desktop,4,0,0
4213.03,Credit Card,Travel,1,Desktop,33,0,0
1528.98,Wallet,Electronics,1,Desktop,1,1,1
6066.78,Credit Card,Travel,1,Mobile,54,1,0
5481.32,Net Banking,Shopping,1,Desktop,6,0,1
8661.01,Credit Card,Electronics,0,Mobile,4,0,0
3555.21,Net Banking,Food,0,Mobile,54,0,0
5087.86,UPI,Food,0,Desktop,43,0,0
857.82,Wallet,Electronics,0,Mobile,39,0,0
1779.95,Credit Card,Bills,1,Mobile,35,1,1
891.12,Credit Card,Travel,1,Desktop,27,0,0
30.86,Wallet,Bills,1,Desktop,17,0,1
2166.62,Debit Card,Food,1,Mobile,16,0,0
350.8,Debit Card,Bills,0,Mobile,46,1,0
491.95,Net Banking,Electronics,0,Mobile,19,0,0
12981.84,UPI,Travel,0,Desktop,10,1,0
651.76,UPI,Shopping,0,Desktop,52,1,0
2366.08,Debit Card,Travel,1,Mobile,26,1,0
1454.08,Net Banking,Electronics,0,Desktop,23,0,0
1053.28,Credit Card,Food,1,Desktop,9,1,1
11102.13,Credit Card,Bills,1,Mobile,28,0,1
3736.38,Wallet,Bills,1,Desktop,37,0,1
6139.42,Credit Card,Shopping,1,Mobile,33,0,0
4033.67,Net Banking,Shopping,1,Desktop,48,0,0
1685.6,UPI,Travel,0,Mobile,44,0,0
1649.93,Wallet,Travel,1,Mobile,49,0,1
17.0,Debit Card,Shopping,1,Mobile,14,1,1
3958.92,Debit Card,Electronics,0,Desktop,59,1,1
1906.04,Wallet,Shopping,1,Mobile,44,1,1
4269.52,Wallet,Food,0,Desktop,11,1,1
1943.35,Wallet,Food,0,Mobile,26,1,0
17639.24,Net Banking,Bills,0,Desktop,17,0,0
584.89,Credit Card,Shopping,0,Desktop,30,1,0
976.44,Wallet,Shopping,0,Mobile,46,0,0
14959.64,Net Banking,Food,1,Mobile,4,0,1
2587.89,Debit Card,Shopping,1,Mobile,29,1,1
3883.54,Wallet,Bills,1,Mobile,29,0,1
3770.61,Debit Card,Electronics,0,Mobile,35,1,1
333.91,Debit Card,Bills,1,Mobile,59,0,1
1070.85,Net Banking,Shopping,1,Mobile,46,0,0
646.75,UPI,Food,1,Mobile,48,1,0
2452.55,Debit Card,Bills,0,Mobile,55,0,0
2174.2,UPI,Travel,0,Mobile,40,1,0
1259.61,Net Banking,Food,1,Desktop,31,1,0
4239.43,Debit Card,Shopping,0,Desktop,36,0,0
290.93,Net Banking,Travel,0,Desktop,52,0,0
3207.65,Credit Card,Electronics,1,Desktop,36,1,0
7207.79,Credit Card,Bills,0,Mobile,55,0,0
5109.84,UPI,Food,0,Desktop,37,1,0
419.94,Wallet,Electronics,1,Desktop,40,1,0
8244.52,Net Banking,Travel,1,Mobile,39,1,0
6298.42,Credit Card,Food,1,Mobile,23,1,1
1815.71,Debit Card,Electronics,1,Desktop,18,0,0
1858.61,Debit Card,Food,1,Desktop,18,0,0
7559.64,UPI,Food,0,Mobile,39,0,0
4037.8,Credit Card,Bills,1,Desktop,7,1,0
2665.22,Credit Card,Travel,1,Desktop,1,0,1
5567.02,Net Banking,Electronics,1,Desktop,13,1,1
568.61,Debit Card,Food,0,Desktop,8,1,0
2870.81,Net Banking,Shopping,1,Desktop,17,0,0
6534.06,Debit Card,Travel,0,Desktop,15,0,0
2244.38,UPI,Food,0,Mobile,40,1,0
2950.98,Net Banking,Electronics,1,Mobile,15,1,1
5047.13,Debit Card,Travel,1,Desktop,30,0,0
7759.18,Debit Card,Shopping,1,Mobile,8,0,0
1018.77,Net Banking,Food,0,Desktop,48,0,0
2277.16,Debit Card,Travel,1,Desktop,45,0,0
4252.21,Credit Card,Shopping,0,Mobile,15,0,0
4685.44,Net Banking,Travel,1,Mobile,24,1,1
2277.68,Debit Card,Food,0,Mobile,28,0,0
4723.84,UPI,Electronics,1,Desktop,56,0,0
2954.11,Wallet,Travel,0,Mobile,1,1,1
44.82,Credit Card,Food,1,Desktop,32,0,0
8364.3,Credit Card,Food,0,Desktop,32,0,0
13442.37,Debit Card,Electronics,1,Mobile,27,1,1
254.32,UPI,Electronics,1,Desktop,23,1,1
3890.51,Wallet,Food,1,Mobile,21,0,0
2980.1,Wallet,Bills,1,Desktop,20,1,1
1817.66,Credit Card,Electronics,1,Mobile,49,1,1
1209.98,Debit Card,Travel,0,Desktop,40,0,0
101.46,Wallet,Electronics,1,Mobile,23,1,0
8283.12,Debit Card,Electronics,0,Desktop,1,0,0
6526.4,UPI,Bills,0,Desktop,17,1,1
447.04,Net Banking,Electronics,1,Mobile,52,1,0
2023.62,Net Banking,Food,1,Desktop,44,1,0
18.31,UPI,Electronics,1,Mobile,4,1,1
0.47,Wallet,Bills,1,Desktop,59,0,0
5684.64,Net Banking,Bills,1,Mobile,33,0,0
838.5,Net Banking,Shopping,1,Desktop,4,1,1
1750.0,Credit Card,Food,1,Desktop,42,1,1
1522.28,Wallet,Food,1,Mobile,21,1,0
1292.53,Debit Card,Bills,0,Desktop,35,1,0
396.96,Net Banking,Travel,1,Mobile,55,1,1
4764.48,Wallet,Food,1,Mobile,21,0,0
1052.14,Net Banking,Food,1,Mobile,3,1,1
1965.36,Net Banking,Travel,1,Desktop,43,1,0
3531.2,UPI,Travel,0,Desktop,26,0,0
3531.81,Credit Card,Electronics,1,Desktop,43,1,0
11051.38,Credit Card,Electronics,0,Mobile,13,1,1
302.63,UPI,Electronics,1,Mobile,42,0,0
3629.28,Debit Card,Travel,0,Desktop,51,1,1
16243.26,Debit Card,Shopping,0,Mobile,52,0,0
1949.56,Debit Card,Shopping,0,Mobile,37,0,0
322.39,Net Banking,Electronics,0,Mobile,46,0,0
7833.74,Net Banking,Electronics,1,Mobile,21,0,1
3838.94,Debit Card,Food,1,Desktop,37,0,0
7562.35,Credit Card,Electronics,0,Mobile,58,0,0
418.92,UPI,Food,1,Mobile,59,1,1
6215.77,Wallet,Food,1,Mobile,48,1,0
2511.61,Credit Card,Bills,0,Mobile,23,0,0
5540.22,Net Banking,Shopping,1,Mobile,38,1,0
787.76,Net Banking,Shopping,0,Mobile,25,1,0
583.67,Net Banking,Bills,1,Mobile,30,0,0
1053.04,UPI,Electronics,1,Desktop,42,0,0
1795.92,Debit Card,Bills,0,Desktop,14,0,0
63.75,Wallet,Electronics,1,Mobile,8,0,1
2701.35,Wallet,Bills,1,Mobile,18,0,0
3512.01,Net Banking,Food,0,Mobile,17,1,0
5071.67,Wallet,Electronics,0,Desktop,24,1,0
532.46,UPI,Food,0,Mobile,27,1,0
615.93,UPI,Bills,0,Desktop,36,1,0
2188.86,Net Banking,Shopping,0,Desktop,45,0,0
294.27,Credit Card,Electronics,0,Mobile,46,1,0
7426.91,Debit Card,Travel,0,Desktop,12,1,0
414.12,Net Banking,Travel,0,Mobile,33,0,0
908.54,Net Banking,Food,0,Mobile,52,1,0
1386.38,Debit Card,Travel,1,Mobile,41,0,1
1219.74,Net Banking,Bills,1,Mobile,13,1,1
1189.43,Net Banking,Electronics,1,Desktop,40,0,1
3838.82,UPI,Food,0,Desktop,18,1,1
3454.94,Wallet,Shopping,0,Desktop,43,1,1
151.64,UPI,Electronics,1,Mobile,35,0,0
5580.73,UPI,Shopping,1,Desktop,3,0,0
5619.21,Wallet,Shopping,1,Desktop,5,1,1
276.19,Net Banking,Bills,1,Mobile,29,0,0
2146.21,Net Banking,Travel,1,Desktop,2,1,1
139.59,Credit Card,Travel,1,Mobile,5,0,1
5635.04,Credit Card,Electronics,0,Desktop,23,1,0
2668.34,Wallet,Bills,0,Mobile,59,1,1
2383.02,UPI,Electronics,0,Mobile,24,1,1
2372.39,Wallet,Travel,0,Desktop,44,0,0
316.19,Debit Card,Food,0,Mobile,49,0,0
1759.95,UPI,Shopping,0,Mobile,49,0,0
299.42,Wallet,Electronics,0,Desktop,2,1,1
6196.47,UPI,Electronics,1,Desktop,25,0,0
2923.3,Wallet,Electronics,1,Mobile,11,0,1
1692.06,Debit Card,Electronics,0,Desktop,2,1,0
1780.13,Net Banking,Travel,0,Mobile,5,1,1
3565.08,Wallet,Food,1,Mobile,21,1,1
964.92,Net Banking,Food,1,Desktop,55,0,0
11.26,Credit Card,Travel,0,Mobile,20,0,0
2551.92,UPI,Travel,1,Mobile,54,1,0
1491.4,Net Banking,Travel,1,Desktop,28,0,0
